date,areaType,areaCode,areaName,newAdmissions,newCasesBySpecimenDate,newDeaths28DaysByDeathDate
"2020-07-25",nation,N92000002,Northern Ireland,1,4,0
"2020-07-24",nation,N92000002,Northern Ireland,3,14,0
"2020-07-23",nation,N92000002,Northern Ireland,0,12,0
"2020-07-22",nation,N92000002,Northern Ireland,2,8,0
"2020-07-21",nation,N92000002,Northern Ireland,0,12,0
"2020-07-20",nation,N92000002,Northern Ireland,1,3,0
"2020-07-19",nation,N92000002,Northern Ireland,1,3,0
"2020-07-18",nation,N92000002,Northern Ireland,2,7,0
"2020-07-17",nation,N92000002,Northern Ireland,0,8,0
"2020-07-16",nation,N92000002,Northern Ireland,2,19,0
"2020-07-15",nation,N92000002,Northern Ireland,1,15,0
"2020-07-14",nation,N92000002,Northern Ireland,0,7,0
"2020-07-13",nation,N92000002,Northern Ireland,1,3,0
"2020-07-12",nation,N92000002,Northern Ireland,0,4,1
"2020-07-11",nation,N92000002,Northern Ireland,0,6,0
"2020-07-10",nation,N92000002,Northern Ireland,0,4,0
"2020-07-09",nation,N92000002,Northern Ireland,1,5,1
"2020-07-08",nation,N92000002,Northern Ireland,3,6,0
"2020-07-07",nation,N92000002,Northern Ireland,1,5,0
"2020-07-06",nation,N92000002,Northern Ireland,1,8,0
"2020-07-05",nation,N92000002,Northern Ireland,0,2,0
"2020-07-04",nation,N92000002,Northern Ireland,3,1,0
"2020-07-03",nation,N92000002,Northern Ireland,1,8,2
"2020-07-02",nation,N92000002,Northern Ireland,2,3,0
"2020-07-01",nation,N92000002,Northern Ireland,0,4,1
"2020-06-30",nation,N92000002,Northern Ireland,2,2,0
"2020-06-29",nation,N92000002,Northern Ireland,0,4,1
"2020-06-28",nation,N92000002,Northern Ireland,3,5,0
"2020-06-27",nation,N92000002,Northern Ireland,0,4,0
"2020-06-26",nation,N92000002,Northern Ireland,2,3,2
"2020-06-25",nation,N92000002,Northern Ireland,2,5,1
"2020-06-24",nation,N92000002,Northern Ireland,1,4,0
"2020-06-23",nation,N92000002,Northern Ireland,3,8,1
"2020-06-22",nation,N92000002,Northern Ireland,2,4,1
"2020-06-21",nation,N92000002,Northern Ireland,4,3,0
"2020-06-20",nation,N92000002,Northern Ireland,3,5,0
"2020-06-19",nation,N92000002,Northern Ireland,1,12,1
"2020-06-18",nation,N92000002,Northern Ireland,0,7,1
"2020-06-17",nation,N92000002,Northern Ireland,1,5,1
"2020-06-16",nation,N92000002,Northern Ireland,1,11,1
"2020-06-15",nation,N92000002,Northern Ireland,0,19,0
"2020-06-14",nation,N92000002,Northern Ireland,0,8,0
"2020-06-13",nation,N92000002,Northern Ireland,2,10,1
"2020-06-12",nation,N92000002,Northern Ireland,2,10,1
"2020-06-11",nation,N92000002,Northern Ireland,5,10,2
"2020-06-10",nation,N92000002,Northern Ireland,5,16,0
"2020-06-09",nation,N92000002,Northern Ireland,6,11,0
"2020-06-08",nation,N92000002,Northern Ireland,2,14,0
"2020-06-07",nation,N92000002,Northern Ireland,1,5,0
"2020-06-06",nation,N92000002,Northern Ireland,3,8,0
"2020-06-05",nation,N92000002,Northern Ireland,3,24,1
"2020-06-04",nation,N92000002,Northern Ireland,3,11,0
"2020-06-03",nation,N92000002,Northern Ireland,3,11,2
"2020-06-02",nation,N92000002,Northern Ireland,4,21,2
"2020-06-01",nation,N92000002,Northern Ireland,2,24,1
"2020-05-31",nation,N92000002,Northern Ireland,4,26,1
"2020-05-30",nation,N92000002,Northern Ireland,5,13,2
"2020-05-29",nation,N92000002,Northern Ireland,7,20,1
"2020-05-28",nation,N92000002,Northern Ireland,6,28,3
"2020-05-27",nation,N92000002,Northern Ireland,5,33,4
"2020-05-26",nation,N92000002,Northern Ireland,9,28,1
"2020-05-25",nation,N92000002,Northern Ireland,9,41,1
"2020-05-24",nation,N92000002,Northern Ireland,4,30,7
"2020-05-23",nation,N92000002,Northern Ireland,4,54,2
"2020-05-22",nation,N92000002,Northern Ireland,5,33,1
"2020-05-21",nation,N92000002,Northern Ireland,8,56,4
"2020-05-20",nation,N92000002,Northern Ireland,5,74,5
"2020-05-19",nation,N92000002,Northern Ireland,10,73,5
"2020-05-18",nation,N92000002,Northern Ireland,11,62,7
"2020-05-17",nation,N92000002,Northern Ireland,12,37,7
"2020-05-16",nation,N92000002,Northern Ireland,7,40,4
"2020-05-15",nation,N92000002,Northern Ireland,11,66,3
"2020-05-14",nation,N92000002,Northern Ireland,13,74,10
"2020-05-13",nation,N92000002,Northern Ireland,16,75,3
"2020-05-12",nation,N92000002,Northern Ireland,10,93,4
"2020-05-11",nation,N92000002,Northern Ireland,22,75,2
"2020-05-10",nation,N92000002,Northern Ireland,18,62,10
"2020-05-09",nation,N92000002,Northern Ireland,19,54,7
"2020-05-08",nation,N92000002,Northern Ireland,7,72,6
"2020-05-07",nation,N92000002,Northern Ireland,12,97,3
"2020-05-06",nation,N92000002,Northern Ireland,17,80,3
"2020-05-05",nation,N92000002,Northern Ireland,11,74,6
"2020-05-04",nation,N92000002,Northern Ireland,12,75,9
"2020-05-03",nation,N92000002,Northern Ireland,10,54,11
"2020-05-02",nation,N92000002,Northern Ireland,12,90,12
"2020-05-01",nation,N92000002,Northern Ireland,19,97,12
"2020-04-30",nation,N92000002,Northern Ireland,27,116,8
"2020-04-29",nation,N92000002,Northern Ireland,17,91,14
"2020-04-28",nation,N92000002,Northern Ireland,11,74,6
"2020-04-27",nation,N92000002,Northern Ireland,22,71,13
"2020-04-26",nation,N92000002,Northern Ireland,11,45,14
"2020-04-25",nation,N92000002,Northern Ireland,19,54,15
"2020-04-24",nation,N92000002,Northern Ireland,22,83,11
"2020-04-23",nation,N92000002,Northern Ireland,23,72,16
"2020-04-22",nation,N92000002,Northern Ireland,27,96,19
"2020-04-21",nation,N92000002,Northern Ireland,31,131,13
"2020-04-20",nation,N92000002,Northern Ireland,33,112,12
"2020-04-19",nation,N92000002,Northern Ireland,22,41,10
"2020-04-18",nation,N92000002,Northern Ireland,15,85,10
"2020-04-17",nation,N92000002,Northern Ireland,32,155,9
"2020-04-16",nation,N92000002,Northern Ireland,33,138,11
"2020-04-15",nation,N92000002,Northern Ireland,23,133,16
"2020-04-14",nation,N92000002,Northern Ireland,22,95,12
"2020-04-13",nation,N92000002,Northern Ireland,16,107,7
"2020-04-12",nation,N92000002,Northern Ireland,22,73,16
"2020-04-11",nation,N92000002,Northern Ireland,22,67,11
"2020-04-10",nation,N92000002,Northern Ireland,20,94,11
"2020-04-09",nation,N92000002,Northern Ireland,33,100,18
"2020-04-08",nation,N92000002,Northern Ireland,32,102,4
"2020-04-07",nation,N92000002,Northern Ireland,39,129,8
"2020-04-06",nation,N92000002,Northern Ireland,42,106,6
"2020-04-05",nation,N92000002,Northern Ireland,28,60,11
"2020-04-04",nation,N92000002,Northern Ireland,41,87,9
"2020-04-03",nation,N92000002,Northern Ireland,44,103,10
"2020-04-02",nation,N92000002,Northern Ireland,44,105,10
"2020-04-01",nation,N92000002,Northern Ireland,45,103,4
"2020-03-31",nation,N92000002,Northern Ireland,44,112,5
"2020-03-30",nation,N92000002,Northern Ireland,34,84,4
"2020-03-29",nation,N92000002,Northern Ireland,34,62,4
"2020-03-28",nation,N92000002,Northern Ireland,37,76,8
"2020-03-27",nation,N92000002,Northern Ireland,29,68,3
"2020-03-26",nation,N92000002,Northern Ireland,28,76,2
"2020-03-25",nation,N92000002,Northern Ireland,29,57,4
"2020-03-24",nation,N92000002,Northern Ireland,15,41,2
"2020-03-23",nation,N92000002,Northern Ireland,16,41,5
"2020-03-22",nation,N92000002,Northern Ireland,8,18,1
"2020-03-21",nation,N92000002,Northern Ireland,11,21,1
"2020-03-20",nation,N92000002,Northern Ireland,10,17,0
"2020-03-19",nation,N92000002,Northern Ireland,4,14,1
"2020-03-18",nation,N92000002,Northern Ireland,7,13,1
"2020-03-17",nation,N92000002,Northern Ireland,4,9,
"2020-03-16",nation,N92000002,Northern Ireland,4,8,
"2020-03-15",nation,N92000002,Northern Ireland,1,2,
"2020-03-14",nation,N92000002,Northern Ireland,2,10,
"2020-03-13",nation,N92000002,Northern Ireland,2,11,
"2020-03-12",nation,N92000002,Northern Ireland,3,4,
"2020-03-11",nation,N92000002,Northern Ireland,4,11,
"2020-03-10",nation,N92000002,Northern Ireland,2,5,
"2020-03-09",nation,N92000002,Northern Ireland,1,3,
"2020-03-08",nation,N92000002,Northern Ireland,0,3,
"2020-03-07",nation,N92000002,Northern Ireland,0,5,
"2020-03-06",nation,N92000002,Northern Ireland,3,2,
"2020-03-05",nation,N92000002,Northern Ireland,1,2,
"2020-03-04",nation,N92000002,Northern Ireland,0,0,
"2020-03-03",nation,N92000002,Northern Ireland,0,0,
"2020-03-02",nation,N92000002,Northern Ireland,1,0,
"2020-03-01",nation,N92000002,Northern Ireland,,0,
"2020-02-29",nation,N92000002,Northern Ireland,,0,
"2020-02-28",nation,N92000002,Northern Ireland,,0,
"2020-02-27",nation,N92000002,Northern Ireland,,0,
"2020-02-26",nation,N92000002,Northern Ireland,,0,
"2020-02-25",nation,N92000002,Northern Ireland,,0,
"2020-02-24",nation,N92000002,Northern Ireland,,0,
"2020-02-23",nation,N92000002,Northern Ireland,,0,
"2020-02-22",nation,N92000002,Northern Ireland,,0,
"2020-02-21",nation,N92000002,Northern Ireland,,0,
"2020-02-20",nation,N92000002,Northern Ireland,,0,
"2020-02-19",nation,N92000002,Northern Ireland,,0,
"2020-02-18",nation,N92000002,Northern Ireland,,0,
"2020-02-17",nation,N92000002,Northern Ireland,,0,
"2020-02-16",nation,N92000002,Northern Ireland,,0,
"2020-02-15",nation,N92000002,Northern Ireland,,0,
"2020-02-14",nation,N92000002,Northern Ireland,,0,
"2020-02-13",nation,N92000002,Northern Ireland,,0,
"2020-02-12",nation,N92000002,Northern Ireland,,0,
"2020-02-11",nation,N92000002,Northern Ireland,,0,
"2020-02-10",nation,N92000002,Northern Ireland,,0,
"2020-02-09",nation,N92000002,Northern Ireland,,0,
"2020-02-08",nation,N92000002,Northern Ireland,,0,
"2020-02-07",nation,N92000002,Northern Ireland,,0,
"2020-02-06",nation,N92000002,Northern Ireland,,0,
"2020-02-05",nation,N92000002,Northern Ireland,,0,
"2020-02-04",nation,N92000002,Northern Ireland,,0,
"2020-02-03",nation,N92000002,Northern Ireland,,0,
"2020-02-02",nation,N92000002,Northern Ireland,,0,
"2020-02-01",nation,N92000002,Northern Ireland,,0,
"2020-01-31",nation,N92000002,Northern Ireland,,0,
"2020-01-30",nation,N92000002,Northern Ireland,,0,
"2020-01-29",nation,N92000002,Northern Ireland,,0,
"2020-01-28",nation,N92000002,Northern Ireland,,0,
"2020-01-27",nation,N92000002,Northern Ireland,,0,
"2020-01-26",nation,N92000002,Northern Ireland,,0,
"2020-01-25",nation,N92000002,Northern Ireland,,0,
"2020-01-24",nation,N92000002,Northern Ireland,,0,
"2020-01-23",nation,N92000002,Northern Ireland,,0,
"2020-01-22",nation,N92000002,Northern Ireland,,0,
"2020-01-21",nation,N92000002,Northern Ireland,,0,
"2020-01-20",nation,N92000002,Northern Ireland,,0,
"2020-01-19",nation,N92000002,Northern Ireland,,0,
"2020-01-18",nation,N92000002,Northern Ireland,,0,
"2020-01-17",nation,N92000002,Northern Ireland,,0,
"2020-01-16",nation,N92000002,Northern Ireland,,0,
"2020-01-15",nation,N92000002,Northern Ireland,,0,
"2020-01-14",nation,N92000002,Northern Ireland,,0,
"2020-01-13",nation,N92000002,Northern Ireland,,0,
"2020-01-12",nation,N92000002,Northern Ireland,,0,
"2020-01-11",nation,N92000002,Northern Ireland,,1,
