date,areaType,areaCode,areaName,newCasesBySpecimenDate
"2020-08-07",nation,S92000003,Scotland,46
"2020-08-06",nation,S92000003,Scotland,65
"2020-08-05",nation,S92000003,Scotland,67
"2020-08-04",nation,S92000003,Scotland,58
"2020-08-03",nation,S92000003,Scotland,62
"2020-08-02",nation,S92000003,Scotland,19
"2020-08-01",nation,S92000003,Scotland,23
"2020-07-31",nation,S92000003,Scotland,21
"2020-07-30",nation,S92000003,Scotland,27
"2020-07-29",nation,S92000003,Scotland,28
"2020-07-28",nation,S92000003,Scotland,22
"2020-07-27",nation,S92000003,Scotland,13
"2020-07-26",nation,S92000003,Scotland,7
"2020-07-25",nation,S92000003,Scotland,3
"2020-07-24",nation,S92000003,Scotland,11
"2020-07-23",nation,S92000003,Scotland,23
"2020-07-22",nation,S92000003,Scotland,16
"2020-07-21",nation,S92000003,Scotland,19
"2020-07-20",nation,S92000003,Scotland,13
"2020-07-19",nation,S92000003,Scotland,17
"2020-07-18",nation,S92000003,Scotland,13
"2020-07-17",nation,S92000003,Scotland,8
"2020-07-16",nation,S92000003,Scotland,21
"2020-07-15",nation,S92000003,Scotland,16
"2020-07-14",nation,S92000003,Scotland,10
"2020-07-13",nation,S92000003,Scotland,17
"2020-07-12",nation,S92000003,Scotland,2
"2020-07-11",nation,S92000003,Scotland,9
"2020-07-10",nation,S92000003,Scotland,12
"2020-07-09",nation,S92000003,Scotland,8
"2020-07-08",nation,S92000003,Scotland,10
"2020-07-07",nation,S92000003,Scotland,11
"2020-07-06",nation,S92000003,Scotland,8
"2020-07-05",nation,S92000003,Scotland,2
"2020-07-04",nation,S92000003,Scotland,5
"2020-07-03",nation,S92000003,Scotland,6
"2020-07-02",nation,S92000003,Scotland,13
"2020-07-01",nation,S92000003,Scotland,11
"2020-06-30",nation,S92000003,Scotland,8
"2020-06-29",nation,S92000003,Scotland,14
"2020-06-28",nation,S92000003,Scotland,3
"2020-06-27",nation,S92000003,Scotland,4
"2020-06-26",nation,S92000003,Scotland,6
"2020-06-25",nation,S92000003,Scotland,19
"2020-06-24",nation,S92000003,Scotland,8
"2020-06-23",nation,S92000003,Scotland,20
"2020-06-22",nation,S92000003,Scotland,11
"2020-06-21",nation,S92000003,Scotland,9
"2020-06-20",nation,S92000003,Scotland,6
"2020-06-19",nation,S92000003,Scotland,23
"2020-06-18",nation,S92000003,Scotland,14
"2020-06-17",nation,S92000003,Scotland,33
"2020-06-16",nation,S92000003,Scotland,17
"2020-06-15",nation,S92000003,Scotland,21
"2020-06-14",nation,S92000003,Scotland,13
"2020-06-13",nation,S92000003,Scotland,23
"2020-06-12",nation,S92000003,Scotland,30
"2020-06-11",nation,S92000003,Scotland,21
"2020-06-10",nation,S92000003,Scotland,29
"2020-06-09",nation,S92000003,Scotland,27
"2020-06-08",nation,S92000003,Scotland,18
"2020-06-07",nation,S92000003,Scotland,17
"2020-06-06",nation,S92000003,Scotland,22
"2020-06-05",nation,S92000003,Scotland,24
"2020-06-04",nation,S92000003,Scotland,35
"2020-06-03",nation,S92000003,Scotland,35
"2020-06-02",nation,S92000003,Scotland,45
"2020-06-01",nation,S92000003,Scotland,38
"2020-05-31",nation,S92000003,Scotland,23
"2020-05-30",nation,S92000003,Scotland,40
"2020-05-29",nation,S92000003,Scotland,29
"2020-05-28",nation,S92000003,Scotland,55
"2020-05-27",nation,S92000003,Scotland,66
"2020-05-26",nation,S92000003,Scotland,77
"2020-05-25",nation,S92000003,Scotland,97
"2020-05-24",nation,S92000003,Scotland,54
"2020-05-23",nation,S92000003,Scotland,50
"2020-05-22",nation,S92000003,Scotland,92
"2020-05-21",nation,S92000003,Scotland,111
"2020-05-20",nation,S92000003,Scotland,121
"2020-05-19",nation,S92000003,Scotland,182
"2020-05-18",nation,S92000003,Scotland,140
"2020-05-17",nation,S92000003,Scotland,92
"2020-05-16",nation,S92000003,Scotland,103
"2020-05-15",nation,S92000003,Scotland,152
"2020-05-14",nation,S92000003,Scotland,213
"2020-05-13",nation,S92000003,Scotland,198
"2020-05-12",nation,S92000003,Scotland,231
"2020-05-11",nation,S92000003,Scotland,261
"2020-05-10",nation,S92000003,Scotland,150
"2020-05-09",nation,S92000003,Scotland,177
"2020-05-08",nation,S92000003,Scotland,254
"2020-05-07",nation,S92000003,Scotland,290
"2020-05-06",nation,S92000003,Scotland,306
"2020-05-05",nation,S92000003,Scotland,289
"2020-05-04",nation,S92000003,Scotland,330
"2020-05-03",nation,S92000003,Scotland,189
"2020-05-02",nation,S92000003,Scotland,217
"2020-05-01",nation,S92000003,Scotland,368
"2020-04-30",nation,S92000003,Scotland,335
"2020-04-29",nation,S92000003,Scotland,430
"2020-04-28",nation,S92000003,Scotland,380
"2020-04-27",nation,S92000003,Scotland,430
"2020-04-26",nation,S92000003,Scotland,172
"2020-04-25",nation,S92000003,Scotland,184
"2020-04-24",nation,S92000003,Scotland,305
"2020-04-23",nation,S92000003,Scotland,314
"2020-04-22",nation,S92000003,Scotland,340
"2020-04-21",nation,S92000003,Scotland,399
"2020-04-20",nation,S92000003,Scotland,776
"2020-04-19",nation,S92000003,Scotland,159
"2020-04-18",nation,S92000003,Scotland,264
"2020-04-17",nation,S92000003,Scotland,394
"2020-04-16",nation,S92000003,Scotland,427
"2020-04-15",nation,S92000003,Scotland,331
"2020-04-14",nation,S92000003,Scotland,346
"2020-04-13",nation,S92000003,Scotland,359
"2020-04-12",nation,S92000003,Scotland,220
"2020-04-11",nation,S92000003,Scotland,185
"2020-04-10",nation,S92000003,Scotland,329
"2020-04-09",nation,S92000003,Scotland,304
"2020-04-08",nation,S92000003,Scotland,343
"2020-04-07",nation,S92000003,Scotland,351
"2020-04-06",nation,S92000003,Scotland,404
"2020-04-05",nation,S92000003,Scotland,225
"2020-04-04",nation,S92000003,Scotland,259
"2020-04-03",nation,S92000003,Scotland,379
"2020-04-02",nation,S92000003,Scotland,355
"2020-04-01",nation,S92000003,Scotland,384
"2020-03-31",nation,S92000003,Scotland,340
"2020-03-30",nation,S92000003,Scotland,321
"2020-03-29",nation,S92000003,Scotland,197
"2020-03-28",nation,S92000003,Scotland,205
"2020-03-27",nation,S92000003,Scotland,274
"2020-03-26",nation,S92000003,Scotland,223
"2020-03-25",nation,S92000003,Scotland,187
"2020-03-24",nation,S92000003,Scotland,167
"2020-03-23",nation,S92000003,Scotland,138
"2020-03-22",nation,S92000003,Scotland,75
"2020-03-21",nation,S92000003,Scotland,66
"2020-03-20",nation,S92000003,Scotland,83
"2020-03-19",nation,S92000003,Scotland,49
"2020-03-18",nation,S92000003,Scotland,41
"2020-03-17",nation,S92000003,Scotland,43
"2020-03-16",nation,S92000003,Scotland,21
"2020-03-15",nation,S92000003,Scotland,12
"2020-03-14",nation,S92000003,Scotland,19
"2020-03-13",nation,S92000003,Scotland,48
"2020-03-12",nation,S92000003,Scotland,38
"2020-03-11",nation,S92000003,Scotland,26
"2020-03-10",nation,S92000003,Scotland,21
"2020-03-09",nation,S92000003,Scotland,16
"2020-03-08",nation,S92000003,Scotland,3
"2020-03-07",nation,S92000003,Scotland,6
"2020-03-06",nation,S92000003,Scotland,6
"2020-03-05",nation,S92000003,Scotland,2
"2020-03-04",nation,S92000003,Scotland,6
"2020-03-03",nation,S92000003,Scotland,3
"2020-03-02",nation,S92000003,Scotland,1
"2020-03-01",nation,S92000003,Scotland,2
"2020-02-29",nation,S92000003,Scotland,0
"2020-02-28",nation,S92000003,Scotland,1
