date,areaType,areaCode,areaName,newAdmissions,newCasesBySpecimenDate,newDeaths28DaysByDeathDate
"2020-03-19",nation,E92000001,England,586,925,67
"2020-03-18",nation,E92000001,England,,908,67
"2020-03-17",nation,E92000001,England,,683,50
"2020-03-16",nation,E92000001,England,,548,42
"2020-03-15",nation,E92000001,England,,398,32
"2020-03-14",nation,E92000001,England,,315,20
"2020-03-13",nation,E92000001,England,,393,16
"2020-03-12",nation,E92000001,England,,414,12
"2020-03-11",nation,E92000001,England,,353,8
"2020-03-10",nation,E92000001,England,,227,3
"2020-03-09",nation,E92000001,England,,124,5
"2020-03-08",nation,E92000001,England,,50,3
"2020-03-07",nation,E92000001,England,,55,0
"2020-03-06",nation,E92000001,England,,73,0
"2020-03-05",nation,E92000001,England,,47,3
"2020-03-04",nation,E92000001,England,,49,0
"2020-03-03",nation,E92000001,England,,52,2
"2020-03-02",nation,E92000001,England,,39,1
"2020-03-01",nation,E92000001,England,,20,
"2020-02-29",nation,E92000001,England,,5,
"2020-02-28",nation,E92000001,England,,11,
"2020-02-27",nation,E92000001,England,,7,
"2020-02-26",nation,E92000001,England,,4,
"2020-02-25",nation,E92000001,England,,5,
"2020-02-24",nation,E92000001,England,,2,
"2020-02-23",nation,E92000001,England,,1,
"2020-02-22",nation,E92000001,England,,1,
"2020-02-21",nation,E92000001,England,,1,
"2020-02-20",nation,E92000001,England,,0,
"2020-02-19",nation,E92000001,England,,0,
"2020-02-18",nation,E92000001,England,,0,
"2020-02-17",nation,E92000001,England,,0,
"2020-02-16",nation,E92000001,England,,0,
"2020-02-15",nation,E92000001,England,,0,
"2020-02-14",nation,E92000001,England,,0,
"2020-02-13",nation,E92000001,England,,0,
"2020-02-12",nation,E92000001,England,,0,
"2020-02-11",nation,E92000001,England,,1,
"2020-02-10",nation,E92000001,England,,0,
"2020-02-09",nation,E92000001,England,,1,
"2020-02-08",nation,E92000001,England,,4,
"2020-02-07",nation,E92000001,England,,0,
"2020-02-06",nation,E92000001,England,,0,
"2020-02-05",nation,E92000001,England,,1,
"2020-02-04",nation,E92000001,England,,0,
"2020-02-03",nation,E92000001,England,,0,
"2020-02-02",nation,E92000001,England,,0,
"2020-02-01",nation,E92000001,England,,0,
"2020-01-31",nation,E92000001,England,,0,
"2020-01-30",nation,E92000001,England,,2,
