date,areaType,areaCode,areaName,newCasesBySpecimenDate
"2020-05-05",nation,E92000001,England,3136
"2020-05-04",nation,E92000001,England,2841
"2020-05-03",nation,E92000001,England,2629
"2020-05-02",nation,E92000001,England,2744
"2020-05-01",nation,E92000001,England,4091
"2020-04-30",nation,E92000001,England,4308
"2020-04-29",nation,E92000001,England,4735
"2020-04-28",nation,E92000001,England,4117
"2020-04-27",nation,E92000001,England,4029
"2020-04-26",nation,E92000001,England,3136
"2020-04-25",nation,E92000001,England,3372
"2020-04-24",nation,E92000001,England,4355
"2020-04-23",nation,E92000001,England,4559
"2020-04-22",nation,E92000001,England,4798
"2020-04-21",nation,E92000001,England,3967
"2020-04-20",nation,E92000001,England,3686
"2020-04-19",nation,E92000001,England,3469
"2020-04-18",nation,E92000001,England,4118
"2020-04-17",nation,E92000001,England,4071
"2020-04-16",nation,E92000001,England,4355
"2020-04-15",nation,E92000001,England,4227
"2020-04-14",nation,E92000001,England,3550
"2020-04-13",nation,E92000001,England,3438
"2020-04-12",nation,E92000001,England,2944
"2020-04-11",nation,E92000001,England,3075
"2020-04-10",nation,E92000001,England,3581
"2020-04-09",nation,E92000001,England,4059
"2020-04-08",nation,E92000001,England,4293
"2020-04-07",nation,E92000001,England,4582
"2020-04-06",nation,E92000001,England,4386
"2020-04-05",nation,E92000001,England,3079
"2020-04-04",nation,E92000001,England,3377
"2020-04-03",nation,E92000001,England,4107
"2020-04-02",nation,E92000001,England,4069
"2020-04-01",nation,E92000001,England,4099
"2020-03-31",nation,E92000001,England,3785
"2020-03-30",nation,E92000001,England,3524
"2020-03-29",nation,E92000001,England,2441
"2020-03-28",nation,E92000001,England,2375
"2020-03-27",nation,E92000001,England,2654
"2020-03-26",nation,E92000001,England,2611
"2020-03-25",nation,E92000001,England,2262
"2020-03-24",nation,E92000001,England,2026
"2020-03-23",nation,E92000001,England,2014
"2020-03-22",nation,E92000001,England,1209
"2020-03-21",nation,E92000001,England,1037
"2020-03-20",nation,E92000001,England,1082
"2020-03-19",nation,E92000001,England,929
"2020-03-18",nation,E92000001,England,909
"2020-03-17",nation,E92000001,England,680
"2020-03-16",nation,E92000001,England,547
"2020-03-15",nation,E92000001,England,398
"2020-03-14",nation,E92000001,England,315
"2020-03-13",nation,E92000001,England,394
"2020-03-12",nation,E92000001,England,414
"2020-03-11",nation,E92000001,England,353
"2020-03-10",nation,E92000001,England,227
"2020-03-09",nation,E92000001,England,124
"2020-03-08",nation,E92000001,England,50
"2020-03-07",nation,E92000001,England,55
"2020-03-06",nation,E92000001,England,73
"2020-03-05",nation,E92000001,England,47
"2020-03-04",nation,E92000001,England,49
"2020-03-03",nation,E92000001,England,53
"2020-03-02",nation,E92000001,England,39
"2020-03-01",nation,E92000001,England,20
"2020-02-29",nation,E92000001,England,5
"2020-02-28",nation,E92000001,England,11
"2020-02-27",nation,E92000001,England,7
"2020-02-26",nation,E92000001,England,4
"2020-02-25",nation,E92000001,England,5
"2020-02-24",nation,E92000001,England,2
"2020-02-23",nation,E92000001,England,1
"2020-02-22",nation,E92000001,England,2
"2020-02-21",nation,E92000001,England,1
"2020-02-20",nation,E92000001,England,0
"2020-02-19",nation,E92000001,England,0
"2020-02-18",nation,E92000001,England,0
"2020-02-17",nation,E92000001,England,0
"2020-02-16",nation,E92000001,England,0
"2020-02-15",nation,E92000001,England,0
"2020-02-14",nation,E92000001,England,0
"2020-02-13",nation,E92000001,England,0
"2020-02-12",nation,E92000001,England,0
"2020-02-11",nation,E92000001,England,1
"2020-02-10",nation,E92000001,England,0
"2020-02-09",nation,E92000001,England,1
"2020-02-08",nation,E92000001,England,4
"2020-02-07",nation,E92000001,England,0
"2020-02-06",nation,E92000001,England,0
"2020-02-05",nation,E92000001,England,1
"2020-02-04",nation,E92000001,England,0
"2020-02-03",nation,E92000001,England,0
"2020-02-02",nation,E92000001,England,0
"2020-02-01",nation,E92000001,England,0
"2020-01-31",nation,E92000001,England,0
"2020-01-30",nation,E92000001,England,2
"2020-12-22",nation,E92000001,England,26117
